Parcels,Sensory,Association,Association_PMM_VMM,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRG3,SST,GRIN3A,PVALB
476,1,0,0,-1.01558,-1.4632,-1.11545,-0.522026,-1.72507,-1.74387,1.23009,-0.353773,0.499486
477,1,0,0,-1.51998,1.18158,0.168685,-0.377332,0.21791,-0.601321,0.53833,-1.18713,-1.31066
478,1,0,0,-1.62217,1.17143,0.063287,-0.441004,0.186164,-0.770486,0.368608,-1.0756,-1.32139
479,1,0,0,0.577679,-0.160078,0.0206711,-0.572745,-1.74576,-1.70735,0.41164,-0.127377,0.916679
480,1,0,0,0.375628,-0.101744,0.0141494,-0.569895,-2.17317,-1.74624,-0.136367,-0.502401,0.942858
481,0,1,1,0.373701,1.24331,1.26321,-0.349524,1.81695,1.21604,2.17758,0.093804,-2.74127
482,0,1,1,0.405638,1.21226,1.24997,-0.342305,1.76614,1.26811,2.22233,0.19531,-2.67244
483,0,1,1,0.405638,1.21226,1.24997,-0.342305,1.76614,1.26811,2.22233,0.19531,-2.67244
484,0,1,1,0.395053,-1.18484,-0.778278,-0.522696,-0.9347,-1.29881,1.63608,0.347282,0.345646
485,0,1,1,0.58635,-1.57768,-0.516464,-0.523256,-0.131782,-0.375504,0.669291,0.197294,0.142494
486,0,1,1,-0.159704,-0.0514068,-0.870206,-0.51368,0.418866,-1.39637,0.101648,0.763409,0.098731
487,0,1,1,0.648287,-0.686904,-0.699341,-0.557554,-0.0360174,-1.42287,1.92797,0.329182,-0.343939
488,0,1,1,-1.61569,1.2046,0.769083,-0.463315,1.04301,-0.206626,0.722228,-1.30849,-2.23168
489,0,1,1,-1.59223,1.08206,0.567173,-0.441167,0.762711,-0.681026,0.805444,-1.03192,-1.91727
490,0,1,1,-1.67127,1.30886,0.678938,-0.491845,1.0773,-0.299873,0.642953,-1.33367,-2.18194
491,0,1,1,-1.52259,1.11822,0.580705,-0.454819,0.829625,-0.549844,0.732645,-1.05854,-1.95944
492,0,1,1,-1.81389,-1.48064,-1.97711,2.36649,-1.33459,-0.634935,-1.85754,-2.02257,1.29256
493,0,1,1,-2.18022,-1.5874,-1.92479,2.34483,-1.34032,-0.718981,-1.78127,-1.96815,1.51486
494,0,1,1,-1.87386,-1.1473,-2.00481,2.358,-0.911631,-0.495693,-2.04723,-2.20193,1.3965
495,0,1,1,-1.91102,-1.5556,-1.93735,2.27764,-1.26753,-0.627554,-1.60699,-1.8543,1.33145
496,0,1,1,-1.86719,-1.49893,-1.94569,2.38056,-1.33179,-0.702112,-1.84966,-1.98853,1.25284
497,0,1,1,-1.95582,-1.56418,-1.95111,2.32809,-1.28599,-0.654961,-1.8357,-2.08708,1.47917
498,0,1,1,-2.29515,-1.50201,-2.02745,2.3673,-1.42923,-0.945575,-1.48221,-2.05364,1.35781
499,0,1,1,-2.52433,-1.59888,-2.04999,2.37997,-1.68812,-0.863927,-1.34468,-2.25327,1.23482
500,0,1,1,-2.50349,-1.42398,-2.04898,2.36571,-1.2854,-0.834566,-1.765,-2.25156,1.23654
501,0,1,1,-1.91373,-1.56141,-1.95274,2.39009,-1.24412,-0.553599,-1.53818,-1.78538,1.26768
502,0,1,1,-1.95606,-1.48785,-1.96041,2.45915,-0.932091,-0.554794,-1.76296,-2.0759,1.30847
503,0,1,1,0.0605081,-0.999202,-0.296347,-0.496732,-0.721769,-1.3711,1.31115,0.538961,0.263546
504,0,1,1,-0.0846085,-0.920437,-0.283926,-0.53165,-0.737875,-0.744488,0.701824,0.59388,-0.0553459
505,0,1,1,0.836617,-0.148445,0.192943,-0.450652,0.964532,1.78958,2.60184,0.44267,-1.96997
506,0,1,1,0.477813,-0.78969,0.225583,-0.527151,-0.0876776,0.643819,1.22775,0.633982,-1.36061
507,0,1,1,-0.0379418,-1.19563,-0.203604,-0.535342,-0.648511,-1.00402,1.33084,0.472096,0.065718
508,0,1,1,-0.152124,-1.29457,-0.0600144,-0.564401,-0.79252,-1.34724,0.734607,0.4505,0.378323
509,0,1,1,0.800456,0.0241277,0.37349,-0.412561,0.934977,1.81065,2.98382,0.375041,-2.14101
510,0,1,1,0.934947,-0.206167,-0.0967484,-0.531545,0.228632,0.842959,1.62032,-0.231973,-1.78799
511,0,1,1,0.557784,-0.345719,0.381259,-0.567978,0.489669,0.404338,1.67667,0.786305,-1.53655
512,0,1,1,-0.902653,-1.82714,-1.17936,-0.517109,-1.73276,-1.42221,1.12665,-0.753571,0.41167
513,0,1,1,-0.843624,-1.80001,-1.14792,-0.521976,-1.66051,-1.43852,1.01292,-0.626415,0.407364
514,0,1,1,-1.5272,1.13277,0.322619,-0.423567,0.218533,-0.595993,0.596245,-1.18589,-1.49448
515,0,1,1,-1.52737,1.14164,0.321378,-0.416745,0.245982,-0.630492,0.5975,-1.17751,-1.50115
516,0,1,1,0.640375,-0.0940348,-0.0527672,-0.588569,-0.241845,-1.96932,-0.802606,0.120008,0.724434
517,0,1,1,0.452811,-0.163372,0.463864,-0.564486,-1.47188,-2.6439,-0.0124011,-0.12518,1.08441
518,0,1,1,0.525351,0.146338,-0.140135,-0.582337,-0.0319569,-1.47075,-0.236607,0.270261,0.655718
519,0,1,1,0.411278,-0.0555193,0.55485,-0.657973,-1.53302,-3.03489,-1.35633,-0.319833,1.20032
520,0,1,1,0.877281,0.676659,0.630185,-0.471952,1.63665,0.15393,1.82901,0.447522,-2.34461
521,0,1,1,0.084622,-0.813378,-0.822108,-0.470673,-0.495326,-2.38358,0.681338,1.10331,-0.648551
522,0,1,1,-0.0824803,-1.55523,-0.818754,-0.550782,-0.896216,-1.72083,0.984,0.706967,-0.251652
523,0,1,1,-0.238813,-1.33632,-0.81886,-0.502467,-0.953904,-2.1434,0.44302,0.335106,-0.127989
524,0,1,1,-0.165824,-1.36302,-0.672722,-0.539286,-0.575481,-1.69223,0.000272571,0.622461,0.147271
525,0,1,1,-0.487965,-1.43819,-0.818602,-0.478747,-0.875035,-2.04781,0.471055,0.706849,0.170388
526,0,1,1,-0.133666,-1.31967,-0.700149,-0.492554,-0.657272,-1.81648,0.0370507,0.735997,-0.20018
527,0,1,1,-2.05754,-1.55978,-1.93974,2.28661,-1.36049,-0.829904,-1.7131,-2.03084,1.21058
528,0,1,1,-1.90918,-1.60709,-1.95194,2.34964,-1.34889,-0.647579,-1.65833,-1.97692,1.43586
529,0,1,1,-2.09995,-1.29316,-2.01394,2.31707,-1.30679,-0.936936,-1.56559,-1.93607,1.24735
530,0,1,1,-1.82827,-1.86198,-1.96402,1.96471,-1.28386,-0.554936,-1.40612,-1.59322,1.38984
531,0,1,1,-1.68507,-1.60482,-1.95001,2.28007,-1.11244,-0.900454,-1.77438,-2.03487,1.43538
532,0,1,1,-1.73511,-1.55402,-1.97207,1.93743,-1.14381,-0.601395,-1.53356,-1.8007,1.45792
533,0,1,1,-1.64615,-1.57737,-1.99498,2.37295,-1.27115,-0.243575,-1.21606,-1.68564,1.37895
534,0,1,1,-2.40919,-1.46421,-1.99128,2.25164,-1.39259,-1.24024,-1.81721,-2.18614,1.16137
535,0,1,1,-2.00927,-1.63581,-1.95625,2.34948,-1.42204,-0.678516,-1.58693,-1.97246,1.40018
536,0,1,1,-1.72397,-1.58322,-1.9726,1.91853,-1.15185,-0.654187,-1.59121,-1.68866,1.50378
537,0,1,1,-1.70231,-1.58597,-1.96843,2.34944,-1.11167,-0.753927,-1.71299,-1.98962,1.417
538,0,1,1,-1.64615,-1.57737,-1.99498,2.37295,-1.27115,-0.243575,-1.21606,-1.68564,1.37895
539,0,1,1,-1.68058,-1.52176,-1.88332,2.40499,-1.39336,-0.214794,-1.22943,-2.04049,1.36998
540,0,1,1,-1.23627,1.41724,0.409742,-0.479754,0.667607,-0.443213,0.320131,-1.27968,-1.63878
541,0,1,1,-1.23859,1.39768,0.443558,-0.497692,0.720529,-0.33759,0.389357,-1.26265,-1.67031
542,0,1,1,0.748182,0.234693,0.387557,-0.587752,-0.841832,-1.96302,-0.770358,0.525799,1.1652
543,0,1,1,0.856709,0.302693,0.558439,-0.587411,-1.04146,-2.11906,-1.067,0.213213,1.39074
544,0,1,1,0.879957,0.655406,0.437528,-0.4405,1.59788,-0.219425,0.643658,0.810453,-1.97208
545,0,1,1,0.793441,0.694746,0.274189,-0.411505,1.59133,-0.413447,0.241609,0.830396,-1.65897
546,0,1,1,-1.71752,1.17871,0.592032,-0.48606,1.0094,-0.580211,0.551279,-1.29392,-2.08259
547,0,1,1,-1.75536,1.2747,0.566143,-0.51141,0.966988,-0.313372,0.74196,-1.52166,-2.04414
548,0,1,1,-2.11235,-1.61961,-1.95873,2.39042,-1.26745,-0.274389,-1.82945,-2.60513,1.35396
549,0,1,1,-2.10214,-1.50268,-1.95501,2.33365,-1.52445,-0.843795,-1.62247,-2.2489,1.47508
550,0,1,1,-2.15654,-1.6809,-1.99865,2.36529,-1.32265,-0.558683,-1.8087,-2.28457,1.37792
551,0,1,1,-2.07605,-1.62352,-1.94032,2.39137,-1.36085,-0.322438,-1.61361,-2.40255,1.35842
552,0,1,1,-1.86213,-1.61114,-1.98158,1.90379,-1.43384,-1.0716,-1.15091,-1.69467,1.43988
553,0,1,1,-1.80258,-1.61237,-1.83502,2.39529,-1.44571,-0.56875,-1.37162,-1.97953,1.28961
554,0,1,1,-0.987313,-1.95081,-1.62989,1.44233,-1.7345,-0.943207,-1.80953,-1.5399,1.40722
555,0,1,1,-1.87862,-1.62344,-1.99129,2.06013,-1.42513,-0.689865,-1.18334,-1.7336,1.41023
556,0,1,1,-1.86062,-1.63729,-1.99478,1.94574,-1.37534,-0.845798,-1.25288,-1.79841,1.45324
557,0,1,1,-1.61721,1.14776,0.344108,-0.435673,0.196222,-0.503823,0.798158,-1.40079,-1.61405
558,0,1,1,-0.000534668,-1.03786,-0.715907,-0.504374,-0.592969,-1.71911,1.25064,0.605111,-0.176737
559,0,1,1,0.69645,-1.11197,-0.921466,-0.557659,-0.93173,-1.12266,2.0469,0.585733,-0.124471
560,0,1,1,0.640625,-1.53086,-0.895062,-0.538493,-0.15074,-1.48126,2.03417,0.257849,-0.233343
561,0,1,1,0.264084,-1.74868,-1.01592,-0.519091,-1.25707,-1.85146,2.58878,0.218658,0.616929
562,0,1,1,0.262728,-1.39277,-0.912793,-0.46997,-0.895579,-1.30031,2.10162,0.272339,0.498015
563,0,1,1,0.315503,-1.35116,-0.860316,-0.53329,-0.476663,-1.06665,1.94485,0.452497,0.318083
564,0,1,1,0.324578,-1.53513,-1.00017,-0.514205,-0.321721,-0.896531,1.0926,0.231632,0.305387
565,0,1,1,-0.164949,-1.38463,-0.68089,-0.531722,-0.566274,-1.69892,0.0234922,0.603006,0.139458
566,0,1,1,0.211635,-1.28067,-0.518492,-0.548238,0.390258,-0.804946,2.30974,0.378264,-0.296335
567,0,1,1,-1.51866,1.20669,0.621195,-0.425928,0.62522,-0.501192,0.856292,-1.12836,-1.90607
568,0,1,1,-1.55733,1.18516,0.60541,-0.41842,0.611095,-0.446561,0.841829,-1.13832,-1.9254
569,0,1,1,-1.7854,-1.46141,-1.96092,2.33575,-1.19909,-0.532707,-1.80202,-1.92649,1.31521
570,0,1,1,-1.86147,-1.73022,-1.91715,2.24563,-1.2319,-0.381603,-1.50414,-1.7998,1.3959
571,0,1,1,-1.65869,-1.09982,-1.99295,2.35505,-0.979919,-0.731749,-1.79619,-1.82737,1.30903
572,0,1,1,-1.81139,-1.19155,-1.94615,2.44949,-1.22935,-0.941062,-1.34624,-2.00075,1.15947
573,0,1,1,0.0240567,-2.18901,-1.50912,0.420937,-3.16599,-2.06765,-0.781565,-0.177814,1.41774
574,0,1,1,-1.78332,-1.23019,-1.89527,2.47436,-1.42765,-0.643542,-1.01383,-1.71653,1.13186
575,0,1,1,-0.0621629,-2.06947,-1.35099,0.0529241,-2.96967,-1.74811,-0.647759,-0.541474,1.54291
576,0,1,1,-0.627213,-1.66475,-1.54001,0.717675,-2.23221,-1.43289,-1.34647,-0.93291,1.49302
577,0,1,1,-1.75763,-1.35227,-1.74321,1.94714,-1.38989,-0.475806,-1.32255,-1.54753,1.34671
578,0,1,1,-1.79568,-1.33851,-1.94881,2.43632,-0.86094,-0.69492,-1.41508,-1.70497,1.30849
579,0,1,1,-1.64351,-1.13224,-1.85244,2.45345,-1.17143,-0.69591,-1.08801,-1.62047,1.24259
580,0,1,1,-2.03124,-1.45707,-1.95004,2.46607,-0.96555,-0.357055,-1.68976,-1.91479,1.28428
581,0,1,1,-1.72028,-1.31254,-1.91669,2.41439,-0.886593,-0.691881,-1.26309,-1.72848,1.29968
582,0,1,1,-1.82234,-1.61524,-1.97601,2.25574,-1.36635,-0.514767,-1.36018,-2.03743,1.35545
583,0,1,1,-1.76077,-1.4506,-1.96116,2.33156,-1.21157,-0.579041,-1.81132,-1.91085,1.34206
584,0,1,1,-1.95969,-1.69707,-1.99663,2.39034,-1.13089,-0.424196,-1.44432,-1.95907,1.42011
585,0,1,1,-1.66589,-1.08717,-2.00323,2.36933,-0.940449,-0.760918,-1.8356,-1.86273,1.33488
586,0,1,1,-1.89852,-1.19014,-1.95603,2.44109,-1.26026,-1.1085,-1.5188,-2.13358,1.15368
587,0,1,1,0.0145362,-2.17959,-1.4626,0.180119,-3.14315,-2.0473,-0.761748,-0.179183,1.43761
588,0,1,1,-1.5931,-1.17547,-1.83985,2.43037,-1.30581,-0.337567,-0.984248,-1.65539,1.1778
589,0,1,1,-1.69403,-1.07292,-1.82862,2.45361,-1.28593,-0.475843,-1.04976,-1.55844,1.24564
590,0,1,1,-0.117238,-1.78524,-1.34297,-0.121305,-2.91704,-1.8744,-0.93534,-0.449017,1.51164
591,0,1,1,-1.66591,-1.37167,-1.75753,1.94571,-1.48618,-0.568693,-1.38493,-1.47887,1.33993
592,0,1,1,-1.46368,-1.59598,-1.80946,1.87421,-1.4755,-0.694771,-1.45855,-1.77808,1.38827
593,0,1,1,-2.0082,-1.34981,-1.93799,2.46131,-1.10861,-0.586633,-1.69277,-1.82534,1.22156
594,0,1,1,-1.65677,-1.12211,-1.85649,2.45739,-1.21596,-0.679563,-1.1556,-1.5372,1.24751
595,0,1,1,-0.811435,-1.96737,-1.55231,0.933289,-2.2425,-1.31008,-1.2068,-1.22008,1.57558
596,0,1,1,0.251197,-0.720733,-0.251535,-0.537225,-0.281385,-0.0791927,1.00853,0.642859,-0.666491
597,0,1,1,0.245476,-0.887778,-0.312295,-0.541708,-0.443948,-0.152814,1.15534,0.658453,-0.636555
598,0,1,1,1.47878,0.565953,0.867659,-0.38637,1.20341,1.09184,-0.218435,1.00188,-0.584478
599,0,1,1,-0.439769,-1.43266,-0.68731,-0.367399,-1.1771,-1.15157,0.889286,-0.779797,0.0838213
600,0,1,1,-0.439769,-1.43266,-0.68731,-0.367399,-1.1771,-1.15157,0.889286,-0.779797,0.0838213
601,0,1,1,-0.80719,-1.78479,-0.997829,-0.411845,-1.55214,-1.41696,0.55663,-0.719345,0.296511
602,0,1,1,-1.62427,1.02462,0.358436,-0.384892,0.220962,-0.38033,0.88374,-1.20421,-1.40934
603,0,1,1,-1.58288,1.06367,0.375992,-0.332647,0.503632,-0.728592,1.06981,-1.40031,-1.38483
604,0,1,1,0.493624,0.204088,0.463643,-0.524282,-0.707179,-2.18936,0.208974,0.450382,0.786032
605,0,1,1,0.512008,0.152464,0.488346,-0.504112,-0.647886,-2.25333,0.0995912,0.474736,0.853253
606,1,0,0,0.415608,1.21382,0.97844,-0.384013,1.7763,1.1285,2.19355,0.125706,-2.24284
607,1,0,0,0.122172,-1.51175,-0.704216,-0.541388,-0.999457,-1.10571,1.59795,0.0572572,0.537353
608,1,0,0,0.281085,-1.52447,-0.712354,-0.53415,-0.551056,-1.64353,0.232549,-0.234292,0.459511
609,1,0,0,-0.526473,-1.41827,-0.779101,-0.512029,-0.898232,-2.1885,0.346769,0.773814,0.128397
610,1,0,0,0.958984,-0.272923,-0.212132,-0.533531,0.597919,-0.225671,0.87906,0.291133,-0.48996
611,1,0,0,-1.96164,-1.47051,-1.96476,2.46299,-0.906176,-0.49008,-1.6453,-1.99336,1.29038
612,1,0,0,-2.0354,-1.45989,-1.9661,2.45594,-0.95177,-0.529181,-1.7439,-1.89994,1.26164
613,1,0,0,-0.172345,-1.2905,0.0160467,-0.577776,-1.19643,-0.618584,0.447844,0.450328,-0.0135014
614,1,0,0,0.591358,0.10418,0.460746,-0.563014,-0.776238,-1.55586,-0.853608,0.260105,1.20952
615,1,0,0,0.352978,-0.600343,0.0160469,-0.621077,-0.568984,-1.34062,0.991388,0.182215,0.298983
616,1,0,0,-0.414413,-1.29732,-0.00665171,-0.566231,-1.66198,-0.593444,0.994919,0.516686,-0.118738
617,1,0,0,0.776253,0.670649,0.556578,-0.535867,-1.09929,-1.86952,-1.04003,0.139823,1.32848
618,1,0,0,0.43926,-1.08134,0.179443,-0.54207,0.0301467,1.43324,0.991189,0.398513,-1.70719
619,1,0,0,1.19627,0.494825,0.880959,-0.475038,0.617766,-0.213238,0.196096,0.880988,-1.15363
620,1,0,0,1.26872,0.348981,1.10142,-0.476076,0.979158,0.910306,-0.116837,0.891744,-0.780268
621,1,0,0,1.19894,0.463548,1.30551,-0.484389,1.25259,0.673066,-0.284875,0.374429,-1.04921
622,1,0,0,1.41033,0.613612,1.1458,-0.429872,1.14499,0.810271,-0.913029,1.07671,-0.95213
623,1,0,0,0.984228,0.656696,1.22996,-0.56594,0.834383,-0.344475,-0.507702,0.389672,-1.73872
624,1,0,0,1.16147,0.393031,1.18591,-0.504496,0.779186,0.638348,-0.793731,0.203027,-1.12256
625,1,0,0,-0.855647,-1.99102,-1.2314,-0.503959,-1.86867,-1.63577,1.06359,-0.697282,0.467656
626,1,0,0,-1.00027,-1.60067,-1.17697,-0.573293,-1.74116,-1.51951,1.09163,-0.707464,0.476829
627,1,0,0,-0.914294,-1.81814,-1.2452,-0.532134,-1.73894,-1.71386,1.00769,-0.501926,0.539446
628,1,0,0,0.551925,-0.0915351,0.282517,-0.56685,-0.35496,-1.5752,-0.523234,0.476334,1.00029
629,1,0,0,0.887803,-0.0144734,0.36831,-0.597302,-0.131305,-1.81428,-0.401185,1.02712,0.840223
630,1,0,0,0.597726,0.1432,0.245842,-0.52036,-0.0359743,-1.59512,-0.386493,0.429287,0.60113
631,1,0,0,0.842245,-0.23405,0.0909707,-0.581284,0.357579,-1.53305,-0.418899,0.696247,0.667107
632,1,0,0,0.0583842,-0.338908,-0.100744,-0.544531,-2.62272,-2.38056,1.18032,-0.471962,1.25619
633,1,0,0,0.879745,0.0972198,0.31999,-0.563948,0.129287,-1.54894,-0.596574,0.897759,1.0497
634,1,0,0,0.86116,-0.143735,0.181185,-0.585108,0.304554,-1.63706,-0.317318,0.93429,0.800077
635,1,0,0,0.588244,0.343958,0.400835,-0.528407,-0.234843,-1.33183,-0.252525,0.442176,0.581943
636,1,0,0,-0.0476663,-0.672808,-0.674044,-0.570808,-2.8952,-2.44598,1.917,-0.455683,1.18719
637,0,1,1,0.422251,1.22855,1.28705,-0.347733,1.75782,1.33788,2.05715,-0.015117,-2.65479
638,0,1,1,0.415871,1.21386,1.26631,-0.35352,1.77657,1.37744,2.19279,0.123874,-2.61862
639,0,1,1,0.254774,-0.777151,-0.774716,-0.511201,0.171242,-2.36729,2.24713,0.915246,-0.685266
640,0,1,1,0.694507,-1.07351,-0.459764,-0.519242,0.124844,-0.396674,0.757095,0.641767,-0.329162
641,0,1,1,-1.60652,1.16369,0.743527,-0.483586,1.06099,-0.261607,0.558505,-1.29104,-2.2599
642,0,1,1,-1.58483,1.09609,0.757543,-0.403925,0.95926,-0.463822,1.15491,-0.900215,-2.08918
643,0,1,1,-1.80047,1.10182,0.591208,-0.495433,0.851814,-0.318392,0.910933,-1.48996,-1.95342
644,0,1,1,-1.5647,1.07939,0.76768,-0.407019,0.951424,-0.502319,1.13515,-0.94237,-2.07331
645,0,1,1,-1.60232,1.23514,0.799259,-0.451513,1.03477,-0.0471992,0.570899,-1.40094,-2.35097
646,0,1,1,-0.833943,-2.07322,-1.66725,1.32917,-2.6095,-1.50129,-1.74295,-0.914256,1.37003
647,0,1,1,-1.99043,-1.63445,-1.94709,2.37976,-1.28014,-0.547075,-1.50504,-2.37774,1.3958
648,0,1,1,-1.84954,-1.54503,-1.8961,1.9697,-0.876873,-0.722998,-1.95227,-1.98285,1.47352
649,0,1,1,-2.01771,-1.56509,-1.9811,2.43179,-0.862866,-0.744429,-1.36988,-1.81079,1.2877
650,0,1,1,-0.846175,-2.03886,-1.73129,1.50206,-2.24081,-1.48993,-2.26941,-1.15117,1.35014
651,0,1,1,-1.99116,-1.62565,-1.91636,2.37998,-1.32428,-0.462545,-1.51789,-2.39278,1.34576
652,0,1,1,-1.78009,-1.2539,-1.8861,2.35951,-1.21653,-0.651311,-1.38156,-1.62293,1.25725
653,0,1,1,-1.86855,-1.53396,-1.96264,2.35756,-0.856358,-0.684746,-1.87614,-2.03145,1.44194
654,0,1,1,0.724651,-0.138688,0.0775561,-0.454734,1.34511,1.82199,2.52744,0.560304,-2.38823
655,0,1,1,0.0954988,-1.28726,-0.0279166,-0.553759,-0.867263,1.12422,0.528911,0.430258,-1.2654
656,0,1,1,0.845261,0.0801655,0.286556,-0.416635,1.28892,1.77441,1.9939,0.651405,-2.27999
657,0,1,1,0.671194,-0.158333,0.10697,-0.542811,-0.265108,-1.2778,0.674142,-0.0821984,0.139551
658,0,1,1,0.337176,-1.17218,-0.0384107,-0.559282,-0.405364,1.12111,0.751767,0.441979,-1.4588
659,0,1,1,1.27472,0.469549,1.21804,-0.448754,1.15717,-0.141204,-0.324562,0.402121,-1.41156
660,0,1,1,1.48838,0.700905,1.1054,-0.322026,1.55654,0.0262715,-0.04908,0.802835,-1.21877
661,0,1,1,1.35148,0.487172,1.23457,-0.413705,1.21918,-0.0514058,-0.236496,0.426135,-1.36377
662,0,1,1,1.48838,0.700905,1.1054,-0.322026,1.55654,0.0262715,-0.04908,0.802835,-1.21877
663,0,1,1,0.589799,-0.391292,0.0877128,-0.544179,0.0964708,-1.35567,2.17886,0.638019,0.0859698
664,0,1,1,0.862057,0.24517,0.577631,-0.565403,-0.0829266,-1.78531,-1.0571,0.936817,1.11798
665,0,1,1,0.586471,0.430105,0.767138,-0.4526,-0.301916,-1.94122,-0.0886446,0.515269,0.756295
666,0,1,1,0.578245,-0.643554,-0.342355,-0.56411,-0.12124,-1.16327,2.01302,0.479289,-0.00402911
667,0,1,1,0.593234,0.410853,0.771262,-0.39473,-0.381925,-2.10706,-0.0852985,0.509992,0.82296
668,0,1,1,0.854559,0.284137,0.520374,-0.552546,-0.0555281,-1.64523,-1.16233,0.802477,1.08608
669,0,0,1,0.750387,0.611483,0.70295,-0.459736,1.79327,-0.515011,2.72332,0.374551,-2.5314
670,0,0,1,0.952511,0.761033,0.52528,-0.368553,1.56275,-0.0981834,1.41193,0.46654,-2.13959
671,0,0,1,0.0708622,-1.08865,-0.875503,-0.491187,-2.51992,-1.38177,2.26273,0.499734,0.110959
672,0,0,1,-0.540493,-1.69714,-0.684657,-0.544649,-2.17855,-1.33819,1.84331,0.634693,0.0913239
673,0,0,1,1.04178,-0.450535,-0.355376,-0.503666,-0.379063,-0.5118,2.32538,0.866147,-0.233655
674,0,0,1,0.23587,-1.77155,-0.959268,-0.482081,-0.458765,-1.38536,1.77841,0.562162,-0.783827
675,0,0,1,-0.187478,-1.36706,-0.692166,-0.50336,-0.72372,-1.82857,0.0744181,0.751857,-0.155775
676,0,0,1,-0.55939,-1.53688,-0.803928,-0.46798,-1.03967,-1.95122,0.781589,0.585907,-0.215992
677,0,0,1,0.836283,-0.48829,-0.0520285,-0.486797,0.188954,-0.422709,1.02959,0.536863,0.0199264
678,0,0,1,-2.19875,-1.51218,-1.96724,2.334,-1.58122,-0.931866,-1.73497,-2.22116,1.40697
679,0,0,1,-1.94649,-1.53629,-2.0123,2.36542,-1.14141,-0.270083,-1.42445,-1.7916,1.47736
680,0,0,1,-2.28175,-1.75581,-1.91544,2.3462,-1.69677,-1.10787,-1.51025,-2.19265,1.12923
681,0,0,1,-1.45415,-2.15216,-1.84016,1.86968,-1.53664,-0.806114,-2.02796,-1.58759,1.43301
682,0,0,1,-1.75757,-1.40795,-1.97022,2.44741,-1.29398,-0.324669,-1.45595,-1.98877,1.41152
683,0,0,1,-1.92183,-1.57416,-1.95385,2.3932,-1.44523,-0.752971,-1.66813,-2.10375,1.20883
684,0,0,1,-1.98331,-1.62278,-1.9218,2.39807,-1.41289,-0.73501,-1.72966,-2.13935,1.20899
685,0,0,1,-2.07473,-1.67886,-1.9193,2.38899,-1.5011,-0.790342,-1.79489,-2.25664,1.22256
686,0,0,1,-2.01668,-1.65447,-2.00016,2.36863,-1.24129,-0.363169,-1.54585,-1.85256,1.43045
687,0,0,1,-1.61488,-2.00303,-1.82356,1.95544,-1.54571,-0.745808,-1.9196,-1.73876,1.37774
688,0,0,1,-1.79988,-1.52741,-1.97972,2.44214,-1.18081,-0.461837,-1.55474,-2.14477,1.38574
689,0,0,1,0.361743,0.150325,0.252143,-0.401267,1.76025,2.92254,2.14747,0.119085,-2.25613
690,0,0,1,1.07743,-0.245723,-0.218389,-0.544308,0.193892,0.72383,1.39416,-0.177964,-1.91772
691,0,0,1,0.678509,0.235927,0.266924,-0.57541,-0.238238,-1.37745,0.10977,-0.137775,0.467068
692,0,0,1,0.416176,-0.0121192,0.330243,-0.38039,1.42842,2.2351,2.01655,0.340284,-1.97647
693,0,0,1,0.931318,-0.175655,0.0423599,-0.471088,0.455267,1.43108,2.1518,-0.117205,-2.0802
694,0,0,1,0.596842,0.131496,0.146468,-0.5802,-0.268498,-1.12912,0.84412,-0.253892,-0.0542098
695,0,0,1,1.14343,-0.21145,-0.245052,-0.558909,0.138671,0.196583,1.02948,-0.0460795,-1.80479
696,0,0,1,0.808851,0.09612,0.348128,-0.592736,-0.115439,-1.85742,-0.560489,0.772122,1.20831
697,0,0,1,0.847214,0.107387,0.344018,-0.569627,-0.0124166,-1.64256,-0.582664,0.795493,1.08847
698,0,0,1,0.682637,0.735254,0.378241,-0.435438,1.63018,-0.276867,0.998654,0.960156,-1.96513
699,0,0,1,0.730925,0.907311,0.368975,-0.538447,1.39376,-0.529486,0.100139,0.447169,-1.66332
700,0,0,1,1.53344,0.204713,1.41205,-0.418211,1.04172,0.960435,-0.552969,-0.0478685,-1.10652
701,0,0,1,1.8587,0.279473,1.43587,-0.390146,1.15963,0.714364,-1.1291,0.00824051,-1.22985
702,0,1,1,0.309828,1.30543,1.2827,-0.381985,1.91857,1.06148,2.08809,-0.109208,-2.8779
703,0,1,1,0.377252,1.24929,1.26257,-0.37522,1.79229,1.12512,2.09996,0.0408533,-2.75812
704,0,1,1,-1.5689,1.08287,0.756794,-0.421903,0.953057,-0.463896,1.13927,-0.933588,-2.07773
705,0,1,1,-1.56093,1.07626,0.770648,-0.411302,0.949955,-0.516419,1.13145,-0.950274,-2.08519
706,0,1,1,0.0271547,-0.967527,-0.268844,-0.525228,-0.774702,-0.698885,1.27147,0.501092,-0.135176
707,0,1,1,1.02347,-0.339299,0.268212,-0.456564,1.49238,2.87209,2.86558,0.677652,-2.49377
708,0,1,1,0.0987083,-0.718001,-0.242918,-0.519444,-0.533437,-0.382015,1.17105,0.470268,-0.309176
709,0,1,1,1.20555,-0.180469,0.319869,-0.411342,1.35978,2.63361,2.42993,0.571761,-2.55733
710,0,1,1,-0.493884,-1.5911,-0.820258,-0.377916,-1.2947,-1.09138,0.912999,-0.685104,0.16528
711,0,1,1,-0.824683,-1.82963,-1.32028,-0.500739,-1.6971,-1.73088,0.922543,-0.554514,0.525298
